9.46944,45.52741,5,Autovelox Fisso Pol.Prov.,50,
9.26237,45.53535,9008032,A5 Tang Nord S.Maurizio,90,
9.30337,45.53833,9007093,autovelox fisso,90,
9.30631,45.53833,9007093,autovelox fisso,90,
9.23017,45.54712,7007071,Autovelox Fisso,70,
9.23090,45.54767,7007071,Autovelox Fisso,70,
9.53150,45.58055,4008051,Autovelox Fisso,40,
9.35377,45.58918,9007040,A5 dir sud,90,
9.35597,45.59047,9007040,A5 dir nord,90,
9.36301,45.63265,9007093,autovelox fisso,90,
9.80485,45.64393,13007030,A direzione BS,130,
9.96255,45.65708,5,Autobox Fisso - Vigili U.,50,
9.77092,45.68019,9007083,due autovelox opposti,90,
9.15279,45.95673,5009041,Autobox Fisso compatto,50,
9.18091,45.96767,5009041,Autobox Fisso compatto,50,
9.19583,45.97356,5009041,Autobox Fisso compatto,50,
9.20806,45.98138,5009041,Autobox Fisso compatto,50,
9.43173,46.16603,5,Box Speed Check,50,
10.09891,44.08161,5007021,Viale Potrignano,50,
10.12519,44.23674,5007050,bidirezionale,50,
10.17057,44.24797,5,Autobox Fisso - Vigili U.,50,
10.61207,44.73306,13007021,A Dir Sud Area Sosta Crostolo,130,
10.68197,44.47941,7009050,Red-and-Speed Fisso,70,
10.68440,44.48113,7009050,Red-and-Speed Fisso,70,
10.75805,44.60302,5009051,Red-and-Speed Fisso,50,
10.77671,44.60714,7009051,Red-and-Speed Fisso,70,
10.82114,44.67562,13007021,A Dir Sud,130,
10.84734,44.54273,7007093,Traffipax Fisso dir Sassuolo,70,
10.85325,44.67952,5007021,Via Del Lavoro Dir A22,50,
10.85521,44.49669,5009061,Autobox Fisso,50,
10.85824,44.51886,5009061,Autobox Fisso,50,
10.87920,44.51213,6008021,Traffipax Fisso dir MO,60,
10.92394,44.59515,5008121,Autovelox Fisso,50,
10.95290,44.70424,9008102,Autobox Fisso dir MO,90,
11.08414,44.44222,5008101,Autovelox Fisso - Vigili U.,50,
11.10283,44.46688,5008052,Autovelox Fisso,50,
11.11230,44.66398,7009071,Traffipax Fisso bidirezionale,70,
11.21660,44.05366,10007032,A dir sud,100,
11.20851,44.06152,10007032,A dir sud,100,
11.20831,44.06839,10007050,A dir Sud,100,
11.20944,44.13874,10007031,dir nord,100,
11.20948,44.14743,10007032,A dir nord,100,
11.21154,44.18024,13007041,dir nord,130,
11.20411,44.20474,13007041,dir nord,130,
11.20142,44.20769,13007050,A dir Sud,130,
11.19459,44.22286,13007041,dir nord,130,
11.19349,44.23044,11008111,Autobox Fisso Polstrada,110,
11.19596,44.26084,13007041,dir nord,130,
11.14560,44.51040,7007091,traffipax bidirezionale,70,
11.18698,44.51253,13007030,A dir nord,130,
11.19158,44.57025,5008022,autovelox dir Nord,50,
11.21683,44.60049,6007050,Persicetana dir.Persiceto,60,
11.21570,44.60180,6007030,direzione Bologna,60,
11.18426,44.61981,7007030,dir.Persiceto,70,
11.19960,44.62272,7007030,Direz.San Giovanni,70,
11.16767,44.64650,7007071,fisso,70,
11.17992,44.65445,7007030,Bidirezionale,70,
11.23068,44.04602,10007032,A dir sud,100,
11.26091,44.05131,5007041,SS6 montecarelli,50,
11.21829,44.07418,10007050,A dir Sud,100,
11.23059,44.08047,13007041,dir nord,130,
11.22953,44.08380,13007050,A dir Sud,130,
11.28360,44.10931,5008021,autovelox fisso,50,
11.28493,44.11132,5008021,autovelox fisso,50,
11.38262,44.11812,5008021,Autovelox Fisso,50,
11.43585,44.12252,5008021,autovelox fisso,50,
11.22360,44.12953,13007041,dir nord,130,
11.33417,44.16479,5008021,autovelox fisso,50,
11.39900,44.30758,9008120,Traffipax Fisso  bidirezionale,90,
11.25467,44.32257,13008111,Autovelox Fisso,130,
11.21860,44.47612,7007092,Traffipax Fisso bidirezionale,70,
11.26205,44.49185,9007091,traffipax dir BO,90,
11.24894,44.49189,9007102,traffipax dir ovest,90,
11.43777,44.53919,7007042,S.Donato dir.Granarolo,70,
11.44005,44.54108,7007042,S.Donato dir.Bologna,70,
11.24385,44.56532,9007102,traffipax dir S.Giovanni,90,
11.45660,44.56676,7007032,dir Minerbio,70,
11.23888,44.57178,7007102,traffipax dir BO,70,
11.44320,44.57273,7007071,trasversale di pianura 2,70,
